Optimizer,Epoch,Learning Rate,Accuracy
SGD,69,0.0008,0.715399980545044
SGD,70,0.0008,0.7174000144004822
SGD,71,0.0008,0.717199981212616
SGD,72,0.0008,0.7177000045776367
SGD,73,0.0008,0.7186999917030334
SGD,74,0.0008,0.7186999917030334
SGD,75,0.0008,0.7213000059127808
SGD,76,0.0008,0.7226999998092651
SGD,77,0.0008,0.7211999893188477
SGD,78,0.0008,0.722100019454956
SGD,79,0.0008,0.7222999930381775
SGD,80,0.0008,0.7213000059127808
SGD,1,0.0009000000000000001,0.2222999930381775
SGD,2,0.0009000000000000001,0.28299999237060547
SGD,3,0.0009000000000000001,0.30320000648498535
SGD,4,0.0009000000000000001,0.3546999990940094
SGD,5,0.0009000000000000001,0.41920000314712524
SGD,6,0.0009000000000000001,0.4805000126361847
SGD,7,0.0009000000000000001,0.5026000142097473
SGD,8,0.0009000000000000001,0.5236999988555908
SGD,9,0.0009000000000000001,0.5414999723434448
SGD,10,0.0009000000000000001,0.5641999840736389
SGD,11,0.0009000000000000001,0.5924999713897705
SGD,12,0.0009000000000000001,0.6000000238418579
SGD,13,0.0009000000000000001,0.6140000224113464
SGD,14,0.0009000000000000001,0.6152999997138977
SGD,15,0.0009000000000000001,0.6283000111579895
SGD,16,0.0009000000000000001,0.6319000124931335
SGD,17,0.0009000000000000001,0.6416000127792358
SGD,18,0.0009000000000000001,0.6401000022888184
SGD,19,0.0009000000000000001,0.6496000289916992
SGD,20,0.0009000000000000001,0.65420001745224
SGD,21,0.0009000000000000001,0.6568999886512756
SGD,22,0.0009000000000000001,0.664900004863739
SGD,23,0.0009000000000000001,0.6644999980926514
SGD,24,0.0009000000000000001,0.670199990272522
SGD,25,0.0009000000000000001,0.6705999970436096
SGD,26,0.0009000000000000001,0.6739000082015991
SGD,27,0.0009000000000000001,0.6754999756813049
SGD,28,0.0009000000000000001,0.6801000237464905
SGD,29,0.0009000000000000001,0.682699978351593
SGD,30,0.0009000000000000001,0.6854000091552734
SGD,31,0.0009000000000000001,0.692799985408783
SGD,32,0.0009000000000000001,0.6931999921798706
SGD,33,0.0009000000000000001,0.6941999793052673
SGD,34,0.0009000000000000001,0.6945000290870667
SGD,35,0.0009000000000000001,0.6984000205993652
SGD,36,0.0009000000000000001,0.7001000046730042
SGD,37,0.0009000000000000001,0.704200029373169
SGD,38,0.0009000000000000001,0.7045000195503235
SGD,39,0.0009000000000000001,0.7052000164985657
SGD,40,0.0009000000000000001,0.7056000232696533
SGD,41,0.0009000000000000001,0.7067000269889832
SGD,42,0.0009000000000000001,0.7084000110626221
SGD,43,0.0009000000000000001,0.7106999754905701
SGD,44,0.0009000000000000001,0.711899995803833
SGD,45,0.0009000000000000001,0.7129999995231628
SGD,46,0.0009000000000000001,0.7157999873161316
SGD,47,0.0009000000000000001,0.7121000289916992
SGD,48,0.0009000000000000001,0.7159000039100647
SGD,49,0.0009000000000000001,0.7161999940872192
SGD,50,0.0009000000000000001,0.7181000113487244
SGD,51,0.0009000000000000001,0.72079998254776
SGD,52,0.0009000000000000001,0.7204999923706055
SGD,53,0.0009000000000000001,0.722000002861023
SGD,54,0.0009000000000000001,0.7228999733924866
SGD,55,0.0009000000000000001,0.7214999794960022
SGD,56,0.0009000000000000001,0.7243000268936157
SGD,57,0.0009000000000000001,0.7214000225067139
SGD,58,0.0009000000000000001,0.7235999703407288
SGD,59,0.0009000000000000001,0.7261999845504761
SGD,60,0.0009000000000000001,0.7246000170707703
SGD,61,0.0009000000000000001,0.7261000275611877
SGD,62,0.0009000000000000001,0.7272999882698059
SGD,63,0.0009000000000000001,0.7275000214576721
SGD,64,0.0009000000000000001,0.73089998960495
SGD,65,0.0009000000000000001,0.730400025844574
SGD,66,0.0009000000000000001,0.7315000295639038
SGD,67,0.0009000000000000001,0.7340999841690063
SGD,68,0.0009000000000000001,0.7322999835014343
SGD,69,0.0009000000000000001,0.7324000000953674
SGD,70,0.0009000000000000001,0.7335000038146973
SGD,71,0.0009000000000000001,0.7342000007629395
SGD,72,0.0009000000000000001,0.734000027179718
SGD,73,0.0009000000000000001,0.7351999878883362
SGD,74,0.0009000000000000001,0.7347999811172485
SGD,75,0.0009000000000000001,0.7361999750137329
SGD,76,0.0009000000000000001,0.7361999750137329
SGD,77,0.0009000000000000001,0.7365999817848206
SGD,78,0.0009000000000000001,0.7372999787330627
SGD,79,0.0009000000000000001,0.7379999756813049
SGD,80,0.0009000000000000001,0.7386999726295471
SGD,1,0.001,0.19050000607967377
SGD,2,0.001,0.23229999840259552
SGD,3,0.001,0.2590999901294708
SGD,4,0.001,0.3246000111103058
SGD,5,0.001,0.42579999566078186
SGD,6,0.001,0.4828999936580658
SGD,7,0.001,0.5256999731063843
SGD,8,0.001,0.5536999702453613
SGD,9,0.001,0.5662000179290771
SGD,10,0.001,0.5928000211715698
SGD,11,0.001,0.5999000072479248
SGD,12,0.001,0.6272000074386597
SGD,13,0.001,0.6363000273704529
SGD,14,0.001,0.6481999754905701
SGD,15,0.001,0.6538000106811523
SGD,16,0.001,0.6521000266075134
SGD,17,0.001,0.6650000214576721
SGD,18,0.001,0.6668000221252441
SGD,19,0.001,0.6718999743461609
SGD,20,0.001,0.685699999332428
SGD,21,0.001,0.6869999766349792
SGD,22,0.001,0.689300000667572
SGD,23,0.001,0.6894000172615051
SGD,24,0.001,0.6967999935150146
SGD,25,0.001,0.7008000016212463
SGD,26,0.001,0.7027999758720398
SGD,27,0.001,0.7055000066757202
SGD,28,0.001,0.70660001039505
SGD,29,0.001,0.7074999809265137
SGD,30,0.001,0.7138000130653381
SGD,31,0.001,0.7120000123977661
SGD,32,0.001,0.7125999927520752
SGD,33,0.001,0.7127000093460083
SGD,34,0.001,0.7192999720573425
SGD,35,0.001,0.7172999978065491
SGD,36,0.001,0.718500018119812
SGD,37,0.001,0.7179999947547913
SGD,38,0.001,0.7193999886512756
SGD,39,0.001,0.7207000255584717
SGD,40,0.001,0.7200000286102295
SGD,41,0.001,0.7242000102996826
SGD,42,0.001,0.7253999710083008
SGD,43,0.001,0.7269999980926514
SGD,44,0.001,0.7282999753952026
SGD,45,0.001,0.7268999814987183
SGD,46,0.001,0.7281000018119812
SGD,47,0.001,0.7286999821662903
SGD,48,0.001,0.7289999723434448
SGD,49,0.001,0.7342000007629395
SGD,50,0.001,0.7336999773979187
SGD,51,0.001,0.7318000197410583
SGD,52,0.001,0.7357000112533569
SGD,53,0.001,0.7371000051498413
SGD,54,0.001,0.7365999817848206
SGD,55,0.001,0.7384999990463257
SGD,56,0.001,0.7387999892234802
SGD,57,0.001,0.7397000193595886
SGD,58,0.001,0.7372999787330627
SGD,59,0.001,0.7407000064849854
SGD,60,0.001,0.7398999929428101
SGD,61,0.001,0.7433000206947327
SGD,62,0.001,0.7407000064849854
SGD,63,0.001,0.7427999973297119
SGD,64,0.001,0.744700014591217
SGD,65,0.001,0.7447999715805054
SGD,66,0.001,0.7458999752998352
SGD,67,0.001,0.7465999722480774
SGD,68,0.001,0.7459999918937683
SGD,69,0.001,0.745199978351593
SGD,70,0.001,0.7475000023841858
SGD,71,0.001,0.7476000189781189
SGD,72,0.001,0.7498999834060669
SGD,73,0.001,0.7504000067710876
SGD,74,0.001,0.7509999871253967
SGD,75,0.001,0.7516000270843506
SGD,76,0.001,0.7534999847412109
SGD,77,0.001,0.753600001335144
SGD,78,0.001,0.7545999884605408
SGD,79,0.001,0.754800021648407
SGD,80,0.001,0.7555000185966492
SGD,1,0.002,0.12269999831914902
SGD,2,0.002,0.2849000096321106
SGD,3,0.002,0.5192999839782715
SGD,4,0.002,0.5892000198364258
SGD,5,0.002,0.5859000086784363
SGD,6,0.002,0.5879999995231628
SGD,7,0.002,0.6212000250816345
SGD,8,0.002,0.6365000009536743
SGD,9,0.002,0.6366999745368958
SGD,10,0.002,0.6516000032424927
SGD,11,0.002,0.6629999876022339
SGD,12,0.002,0.666100025177002
SGD,13,0.002,0.6754999756813049
SGD,14,0.002,0.6940000057220459
SGD,15,0.002,0.6930999755859375
SGD,16,0.002,0.6960999965667725
SGD,17,0.002,0.7038000226020813
SGD,18,0.002,0.7038000226020813
SGD,19,0.002,0.7102000117301941
SGD,20,0.002,0.7117999792098999
SGD,21,0.002,0.711899995803833
SGD,22,0.002,0.714900016784668
SGD,23,0.002,0.7174000144004822
SGD,24,0.002,0.7257000207901001
SGD,25,0.002,0.7217000126838684
SGD,26,0.002,0.7250000238418579
SGD,27,0.002,0.7257999777793884
SGD,28,0.002,0.7305999994277954
SGD,29,0.002,0.7332000136375427
SGD,30,0.002,0.7337999939918518
SGD,31,0.002,0.7347000241279602
SGD,32,0.002,0.7340999841690063
SGD,33,0.002,0.7350999712944031
SGD,34,0.002,0.7419999837875366
SGD,35,0.002,0.7437999844551086
SGD,36,0.002,0.7415000200271606
SGD,37,0.002,0.7440999746322632
SGD,38,0.002,0.7447999715805054
SGD,39,0.002,0.7401000261306763
SGD,40,0.002,0.7488999962806702
SGD,41,0.002,0.7465000152587891
SGD,42,0.002,0.753000020980835
SGD,43,0.002,0.7527999877929688
SGD,44,0.002,0.7555999755859375
SGD,45,0.002,0.7544000148773193
SGD,46,0.002,0.7562000155448914
SGD,47,0.002,0.7555000185966492
SGD,48,0.002,0.7573000192642212
SGD,49,0.002,0.7616999745368958
SGD,50,0.002,0.762499988079071
SGD,51,0.002,0.7613999843597412
SGD,52,0.002,0.7594000101089478
SGD,53,0.002,0.7627000212669373
SGD,54,0.002,0.7620999813079834
SGD,55,0.002,0.7657999992370605
SGD,56,0.002,0.7674999833106995
SGD,57,0.002,0.7688000202178955
SGD,58,0.002,0.7680000066757202
SGD,59,0.002,0.7645999789237976
SGD,60,0.002,0.770799994468689
SGD,61,0.002,0.7717000246047974
SGD,62,0.002,0.7720999717712402
SGD,63,0.002,0.7717000246047974
SGD,64,0.002,0.7728000283241272
SGD,65,0.002,0.7736999988555908
SGD,66,0.002,0.7764999866485596
SGD,67,0.002,0.7752000093460083
SGD,68,0.002,0.7735999822616577
SGD,69,0.002,0.7754999995231628
SGD,70,0.002,0.7775999903678894
SGD,71,0.002,0.7759000062942505
SGD,72,0.002,0.7760999798774719
SGD,73,0.002,0.7760999798774719
SGD,74,0.002,0.7797999978065491
SGD,75,0.002,0.7810999751091003
SGD,76,0.002,0.777400016784668
SGD,77,0.002,0.7815999984741211
SGD,78,0.002,0.7820000052452087
SGD,79,0.002,0.7786999940872192
SGD,80,0.002,0.7814000248908997
SGD,1,0.003,0.34459999203681946
SGD,2,0.003,0.5049999952316284
SGD,3,0.003,0.5745000243186951
SGD,4,0.003,0.6039000153541565
SGD,5,0.003,0.6432999968528748
SGD,6,0.003,0.6664999723434448
SGD,7,0.003,0.6717000007629395
SGD,8,0.003,0.6940000057220459
SGD,9,0.003,0.691100001335144
SGD,10,0.003,0.7049000263214111
SGD,11,0.003,0.7077999711036682
SGD,12,0.003,0.7146000266075134
SGD,13,0.003,0.7171000242233276
SGD,14,0.003,0.7208999991416931
SGD,15,0.003,0.7226999998092651
SGD,16,0.003,0.7283999919891357
SGD,17,0.003,0.7293999791145325
SGD,18,0.003,0.7315000295639038
SGD,19,0.003,0.7364000082015991
SGD,20,0.003,0.7394000291824341
SGD,21,0.003,0.7421000003814697
SGD,22,0.003,0.744700014591217
SGD,23,0.003,0.7479000091552734
SGD,24,0.003,0.7494000196456909
SGD,25,0.003,0.7530999779701233
SGD,26,0.003,0.754800021648407
SGD,27,0.003,0.7559000253677368
SGD,28,0.003,0.7585999965667725
SGD,29,0.003,0.7602999806404114
SGD,30,0.003,0.7617999911308289
SGD,31,0.003,0.762499988079071
SGD,32,0.003,0.7657999992370605
SGD,33,0.003,0.7648000121116638
SGD,34,0.003,0.7669000029563904
SGD,35,0.003,0.7681999802589417
SGD,36,0.003,0.771399974822998
SGD,37,0.003,0.7720000147819519
SGD,38,0.003,0.769599974155426
SGD,39,0.003,0.7742000222206116
SGD,40,0.003,0.7750999927520752
SGD,41,0.003,0.7746999859809875
SGD,42,0.003,0.7742000222206116
SGD,43,0.003,0.7745000123977661
SGD,44,0.003,0.7778000235557556
SGD,45,0.003,0.7792999744415283
SGD,46,0.003,0.7807999849319458
SGD,47,0.003,0.7825000286102295
SGD,48,0.003,0.777999997138977
SGD,49,0.003,0.784600019454956
SGD,50,0.003,0.7846999764442444
SGD,51,0.003,0.7860999703407288
SGD,52,0.003,0.7868000268936157
SGD,53,0.003,0.7867000102996826
SGD,54,0.003,0.7875999808311462
SGD,55,0.003,0.7907000184059143
SGD,56,0.003,0.791700005531311
SGD,57,0.003,0.7900000214576721
SGD,58,0.003,0.7918999791145325
SGD,59,0.003,0.7906000018119812
SGD,60,0.003,0.7940999865531921
SGD,61,0.003,0.7932999730110168
SGD,62,0.003,0.7946000099182129
SGD,63,0.003,0.7943000197410583
SGD,64,0.003,0.7949000000953674
SGD,65,0.003,0.796500027179718
SGD,66,0.003,0.7979000210762024
SGD,67,0.003,0.7964000105857849
SGD,68,0.003,0.7993000149726868
SGD,69,0.003,0.7985000014305115
SGD,70,0.003,0.7996000051498413
SGD,71,0.003,0.7996000051498413
SGD,72,0.003,0.7978000044822693
SGD,73,0.003,0.8016999959945679
SGD,74,0.003,0.8003000020980835
SGD,75,0.003,0.803600013256073
SGD,76,0.003,0.8026999831199646
SGD,77,0.003,0.8012999892234802
SGD,78,0.003,0.803600013256073
SGD,79,0.003,0.8029000163078308
SGD,80,0.003,0.8061000108718872
SGD,1,0.004,0.35569998621940613
SGD,2,0.004,0.531499981880188
SGD,3,0.004,0.6255999803543091
SGD,4,0.004,0.6517000198364258
SGD,5,0.004,0.6814000010490417
SGD,6,0.004,0.6948999762535095
SGD,7,0.004,0.6977999806404114
SGD,8,0.004,0.7069000005722046
SGD,9,0.004,0.7131999731063843
SGD,10,0.004,0.7168999910354614
SGD,11,0.004,0.720300018787384
SGD,12,0.004,0.7319999933242798
SGD,13,0.004,0.7283999919891357
SGD,14,0.004,0.7307999730110168
SGD,15,0.004,0.7396000027656555
SGD,16,0.004,0.7408000230789185
SGD,17,0.004,0.7454000115394592
SGD,18,0.004,0.7480000257492065
SGD,19,0.004,0.7493000030517578
SGD,20,0.004,0.7515000104904175
SGD,21,0.004,0.7573000192642212
SGD,22,0.004,0.7562999725341797
SGD,23,0.004,0.7588000297546387
SGD,24,0.004,0.7662000060081482
SGD,25,0.004,0.7656999826431274
SGD,26,0.004,0.7695000171661377
SGD,27,0.004,0.7684000134468079
SGD,28,0.004,0.7730000019073486
SGD,29,0.004,0.7732999920845032
SGD,30,0.004,0.7742999792098999
SGD,31,0.004,0.7730000019073486
SGD,32,0.004,0.7771000266075134
SGD,33,0.004,0.7771000266075134
SGD,34,0.004,0.7800999879837036
SGD,35,0.004,0.77920001745224
SGD,36,0.004,0.7806000113487244
SGD,37,0.004,0.78329998254776
SGD,38,0.004,0.7835999727249146
SGD,39,0.004,0.7836999893188477
SGD,40,0.004,0.7850000262260437
SGD,41,0.004,0.7850000262260437
SGD,42,0.004,0.7871000170707703
SGD,43,0.004,0.7875999808311462
SGD,44,0.004,0.7885000109672546
SGD,45,0.004,0.788100004196167
SGD,46,0.004,0.7904000282287598
SGD,47,0.004,0.7912999987602234
SGD,48,0.004,0.7900000214576721
SGD,49,0.004,0.7936000227928162
SGD,50,0.004,0.7937999963760376
SGD,51,0.004,0.7943999767303467
SGD,52,0.004,0.7965999841690063
SGD,53,0.004,0.7954999804496765
SGD,54,0.004,0.7944999933242798
SGD,55,0.004,0.796500027179718
SGD,56,0.004,0.7980999946594238
SGD,57,0.004,0.7990999817848206
SGD,58,0.004,0.7973999977111816
SGD,59,0.004,0.7954999804496765
SGD,60,0.004,0.8036999702453613
SGD,61,0.004,0.8016999959945679
SGD,62,0.004,0.8029000163078308
SGD,63,0.004,0.8036999702453613
SGD,64,0.004,0.802299976348877
SGD,65,0.004,0.8037999868392944
SGD,66,0.004,0.803600013256073
SGD,67,0.004,0.8084999918937683
SGD,68,0.004,0.8047000169754028
SGD,69,0.004,0.807699978351593
SGD,70,0.004,0.8086000084877014
SGD,71,0.004,0.8076000213623047
SGD,72,0.004,0.8070999979972839
SGD,73,0.004,0.8119000196456909
SGD,74,0.004,0.8144000172615051
SGD,75,0.004,0.8100000023841858
SGD,76,0.004,0.8136000037193298
SGD,77,0.004,0.8136000037193298
SGD,78,0.004,0.8137999773025513
SGD,79,0.004,0.8180999755859375
SGD,80,0.004,0.8149999976158142
SGD,1,0.005,0.3490000069141388
SGD,2,0.005,0.5989000201225281
SGD,3,0.005,0.6563000082969666
SGD,4,0.005,0.6743000149726868
SGD,5,0.005,0.699999988079071
SGD,6,0.005,0.6891999840736389
SGD,7,0.005,0.7111999988555908
SGD,8,0.005,0.7217000126838684
SGD,9,0.005,0.7182999849319458
SGD,10,0.005,0.7263000011444092
SGD,11,0.005,0.7337999939918518
SGD,12,0.005,0.7355999946594238
SGD,13,0.005,0.7408000230789185
SGD,14,0.005,0.7458999752998352
SGD,15,0.005,0.7537999749183655
SGD,16,0.005,0.7531999945640564
SGD,17,0.005,0.7547000050544739
SGD,18,0.005,0.7598000168800354
SGD,19,0.005,0.7560999989509583
SGD,20,0.005,0.7635999917984009
SGD,21,0.005,0.7666000127792358
SGD,22,0.005,0.7675999999046326
SGD,23,0.005,0.772599995136261
SGD,24,0.005,0.7738000154495239
SGD,25,0.005,0.7684000134468079
SGD,26,0.005,0.7742000222206116
SGD,27,0.005,0.7759000062942505
SGD,28,0.005,0.7789000272750854
SGD,29,0.005,0.7811999917030334
SGD,30,0.005,0.7835000157356262
SGD,31,0.005,0.7829999923706055
SGD,32,0.005,0.7870000004768372
SGD,33,0.005,0.7847999930381775
SGD,34,0.005,0.7867000102996826
SGD,35,0.005,0.7875000238418579
SGD,36,0.005,0.7886999845504761
SGD,37,0.005,0.7896999716758728
SGD,38,0.005,0.7921000123023987
SGD,39,0.005,0.7937999963760376
SGD,40,0.005,0.7922000288963318
SGD,41,0.005,0.7935000061988831
SGD,42,0.005,0.7958999872207642
SGD,43,0.005,0.8027999997138977
SGD,44,0.005,0.8029000163078308
SGD,45,0.005,0.8011000156402588
SGD,46,0.005,0.8014000058174133
SGD,47,0.005,0.8025000095367432
SGD,48,0.005,0.8072999715805054
SGD,49,0.005,0.8025000095367432
SGD,50,0.005,0.8097000122070312
SGD,51,0.005,0.8126000165939331
SGD,52,0.005,0.8144999742507935
SGD,53,0.005,0.8126999735832214
SGD,54,0.005,0.8133000135421753
SGD,55,0.005,0.816100001335144
SGD,56,0.005,0.8180999755859375
SGD,57,0.005,0.8136000037193298
SGD,58,0.005,0.8176000118255615
SGD,59,0.005,0.8112000226974487
SGD,60,0.005,0.8172000050544739
SGD,61,0.005,0.8136000037193298
SGD,62,0.005,0.8230999708175659
SGD,63,0.005,0.8238000273704529
SGD,64,0.005,0.8224999904632568
SGD,65,0.005,0.8191999793052673
SGD,66,0.005,0.822700023651123
SGD,67,0.005,0.8278999924659729
SGD,68,0.005,0.8296999931335449
SGD,69,0.005,0.8295000195503235
SGD,70,0.005,0.8288999795913696
SGD,71,0.005,0.8296999931335449
SGD,72,0.005,0.8309999704360962
SGD,73,0.005,0.8292999863624573
SGD,74,0.005,0.8320000171661377
SGD,75,0.005,0.8320000171661377
SGD,76,0.005,0.8335000276565552
SGD,77,0.005,0.8360000252723694
SGD,78,0.005,0.8346999883651733
SGD,79,0.005,0.8356999754905701
SGD,80,0.005,0.8379999995231628
SGD,1,0.006,0.531000018119812
SGD,2,0.006,0.5825999975204468
SGD,3,0.006,0.6467999815940857
SGD,4,0.006,0.669700026512146
SGD,5,0.006,0.6735000014305115
SGD,6,0.006,0.6880999803543091
SGD,7,0.006,0.6931999921798706
SGD,8,0.006,0.7089999914169312
SGD,9,0.006,0.7200000286102295
SGD,10,0.006,0.7190999984741211
SGD,11,0.006,0.723800003528595
SGD,12,0.006,0.7279000282287598
SGD,13,0.006,0.7289999723434448
SGD,14,0.006,0.734000027179718
SGD,15,0.006,0.7451000213623047
SGD,16,0.006,0.7437999844551086
SGD,17,0.006,0.7476999759674072
SGD,18,0.006,0.7511000037193298
SGD,19,0.006,0.7545999884605408
SGD,20,0.006,0.7594000101089478
SGD,21,0.006,0.7608000040054321
SGD,22,0.006,0.7621999979019165
SGD,23,0.006,0.7656999826431274
SGD,24,0.006,0.7659000158309937
SGD,25,0.006,0.7681999802589417
SGD,26,0.006,0.7731999754905701
SGD,27,0.006,0.7742999792098999
SGD,28,0.006,0.7756999731063843
SGD,29,0.006,0.7828999757766724
SGD,30,0.006,0.7853999733924866
SGD,31,0.006,0.7814000248908997
SGD,32,0.006,0.7903000116348267
SGD,33,0.006,0.7821999788284302
SGD,34,0.006,0.7893999814987183
SGD,35,0.006,0.7907000184059143
SGD,36,0.006,0.7946000099182129
SGD,37,0.006,0.7914999723434448
SGD,38,0.006,0.7954999804496765
SGD,39,0.006,0.7936999797821045
SGD,40,0.006,0.7968999743461609
SGD,41,0.006,0.8015000224113464
SGD,42,0.006,0.8025000095367432
SGD,43,0.006,0.8029000163078308
SGD,44,0.006,0.8046000003814697
SGD,45,0.006,0.8043000102043152
SGD,46,0.006,0.8087000250816345
SGD,47,0.006,0.805899977684021
SGD,48,0.006,0.8115000128746033
SGD,49,0.006,0.8090000152587891
SGD,50,0.006,0.8138999938964844
SGD,51,0.006,0.8118000030517578
SGD,52,0.006,0.8138999938964844
SGD,53,0.006,0.8148999810218811
SGD,54,0.006,0.8154000043869019
SGD,55,0.006,0.8162999749183655
SGD,56,0.006,0.820900022983551
SGD,57,0.006,0.8187000155448914
SGD,58,0.006,0.8219000101089478
SGD,59,0.006,0.8245999813079834
SGD,60,0.006,0.8235999941825867
SGD,61,0.006,0.8223000168800354
SGD,62,0.006,0.8248000144958496
SGD,63,0.006,0.8253999948501587
SGD,64,0.006,0.829200029373169
SGD,65,0.006,0.829200029373169
SGD,66,0.006,0.8289999961853027
SGD,67,0.006,0.8287000060081482
SGD,68,0.006,0.8305000066757202
SGD,69,0.006,0.8327000141143799
SGD,70,0.006,0.8324000239372253
SGD,71,0.006,0.8335000276565552
SGD,72,0.006,0.8335999846458435
SGD,73,0.006,0.8356999754905701
SGD,74,0.006,0.8367000222206116
SGD,75,0.006,0.8359000086784363
SGD,76,0.006,0.8375999927520752
SGD,77,0.006,0.836899995803833
SGD,78,0.006,0.8373000025749207
SGD,79,0.006,0.8373000025749207
SGD,80,0.006,0.8345000147819519
SGD,1,0.007,0.5117999911308289
SGD,2,0.007,0.6291000247001648
SGD,3,0.007,0.6710000038146973
SGD,4,0.007,0.6949999928474426
SGD,5,0.007,0.7055000066757202
SGD,6,0.007,0.7152000069618225
SGD,7,0.007,0.7197999954223633
SGD,8,0.007,0.7217000126838684
SGD,9,0.007,0.7324000000953674
SGD,10,0.007,0.7429999709129333
SGD,11,0.007,0.745199978351593
SGD,12,0.007,0.7486000061035156
SGD,13,0.007,0.755299985408783
SGD,14,0.007,0.7560999989509583
SGD,15,0.007,0.7626000046730042
SGD,16,0.007,0.7612000107765198
SGD,17,0.007,0.7695000171661377
SGD,18,0.007,0.7620999813079834
SGD,19,0.007,0.7677000164985657
SGD,20,0.007,0.775600016117096
SGD,21,0.007,0.7735999822616577
SGD,22,0.007,0.7730000019073486
SGD,23,0.007,0.7782999873161316
SGD,24,0.007,0.7825000286102295
SGD,25,0.007,0.7836999893188477
SGD,26,0.007,0.7820000052452087
SGD,27,0.007,0.7851999998092651
SGD,28,0.007,0.7889999747276306
SGD,29,0.007,0.7874000072479248
SGD,30,0.007,0.7878000140190125
SGD,31,0.007,0.7907999753952026
SGD,32,0.007,0.7940000295639038
SGD,33,0.007,0.791700005531311
SGD,34,0.007,0.7971000075340271
SGD,35,0.007,0.7943000197410583
SGD,36,0.007,0.8016999959945679
SGD,37,0.007,0.8007000088691711
SGD,38,0.007,0.8012999892234802
SGD,39,0.007,0.8004999756813049
SGD,40,0.007,0.8052999973297119
SGD,41,0.007,0.8048999905586243
SGD,42,0.007,0.8070999979972839
SGD,43,0.007,0.8032000064849854
SGD,44,0.007,0.8076000213623047
SGD,45,0.007,0.8051000237464905
SGD,46,0.007,0.8127999901771545
SGD,47,0.007,0.8087999820709229
SGD,48,0.007,0.8137000203132629
SGD,49,0.007,0.8108999729156494
SGD,50,0.007,0.8129000067710876
SGD,51,0.007,0.8162999749183655
SGD,52,0.007,0.8123999834060669
SGD,53,0.007,0.8166000247001648
SGD,54,0.007,0.8165000081062317
SGD,55,0.007,0.8184000253677368
SGD,56,0.007,0.8194000124931335
SGD,57,0.007,0.8162999749183655
SGD,58,0.007,0.8216999769210815
SGD,59,0.007,0.823199987411499
SGD,60,0.007,0.8266000151634216
SGD,61,0.007,0.8245999813079834
SGD,62,0.007,0.8281999826431274
SGD,63,0.007,0.8295999765396118
SGD,64,0.007,0.8281999826431274
SGD,65,0.007,0.821399986743927
SGD,66,0.007,0.8349999785423279
SGD,67,0.007,0.8295999765396118
SGD,68,0.007,0.8303999900817871
SGD,69,0.007,0.8363999724388123
SGD,70,0.007,0.8313000202178955
SGD,71,0.007,0.838100016117096
SGD,72,0.007,0.8353000283241272
SGD,73,0.007,0.838699996471405
SGD,74,0.007,0.8410999774932861
SGD,75,0.007,0.8353999853134155
SGD,76,0.007,0.8428000211715698
SGD,77,0.007,0.8439000248908997
SGD,78,0.007,0.8431000113487244
SGD,79,0.007,0.8453999757766724
SGD,80,0.007,0.847599983215332
SGD,1,0.008,0.5591999888420105
SGD,2,0.008,0.6531999707221985
SGD,3,0.008,0.676800012588501
SGD,4,0.008,0.6850000023841858
SGD,5,0.008,0.704200029373169
SGD,6,0.008,0.7142999768257141
SGD,7,0.008,0.7333999872207642
SGD,8,0.008,0.7358999848365784
SGD,9,0.008,0.7394000291824341
SGD,10,0.008,0.7490000128746033
SGD,11,0.008,0.751800000667572
SGD,12,0.008,0.7638000249862671
SGD,13,0.008,0.7565000057220459
SGD,14,0.008,0.7674000263214111
SGD,15,0.008,0.7682999968528748
SGD,16,0.008,0.7717999815940857
SGD,17,0.008,0.7720999717712402
SGD,18,0.008,0.7782999873161316
SGD,19,0.008,0.7810999751091003
SGD,20,0.008,0.7799999713897705
SGD,21,0.008,0.7867000102996826
SGD,22,0.008,0.7878000140190125
SGD,23,0.008,0.786300003528595
SGD,24,0.008,0.7957000136375427
SGD,25,0.008,0.7878000140190125
SGD,26,0.008,0.7949000000953674
SGD,27,0.008,0.7968999743461609
SGD,28,0.008,0.7972999811172485
SGD,29,0.008,0.7973999977111816
SGD,30,0.008,0.7990000247955322
SGD,31,0.008,0.8027999997138977
SGD,32,0.008,0.7993000149726868
SGD,33,0.008,0.8077999949455261
SGD,34,0.008,0.8105000257492065
SGD,35,0.008,0.8072999715805054
SGD,36,0.008,0.807200014591217
SGD,37,0.008,0.8130000233650208
SGD,38,0.008,0.8159999847412109
SGD,39,0.008,0.8145999908447266
SGD,40,0.008,0.8126000165939331
SGD,41,0.008,0.8141999840736389
SGD,42,0.008,0.821399986743927
SGD,43,0.008,0.8191999793052673
SGD,44,0.008,0.8205999732017517
SGD,45,0.008,0.8234999775886536
SGD,46,0.008,0.8246999979019165
SGD,47,0.008,0.8246999979019165
SGD,48,0.008,0.8248000144958496
SGD,49,0.008,0.8302000164985657
SGD,50,0.008,0.8259000182151794
SGD,51,0.008,0.829200029373169
SGD,52,0.008,0.8278999924659729
SGD,53,0.008,0.8324000239372253
SGD,54,0.008,0.8296999931335449
SGD,55,0.008,0.8356999754905701
SGD,56,0.008,0.8378000259399414
SGD,57,0.008,0.8367000222206116
SGD,58,0.008,0.8411999940872192
SGD,59,0.008,0.8388000130653381
SGD,60,0.008,0.842199981212616
SGD,61,0.008,0.8424000144004822
